peak_amplitude,peak_abs,rise_time_us,tail_energy,tail_rms,tail_std,tail_max_abs,tail_mean_abs,tail_skew,tail_kurtosis,tail_zcr,tail_decay_rate,width_50pct,width_10pct,energy_asymmetry,reflection_ratio,time_to_reflection_us,full_rms,full_energy,full_skew,full_kurtosis,spectral_centroid_mhz,spectral_bandwidth_mhz,peak_freq_mhz,band_energy_0,band_energy_1,band_energy_2,band_energy_3,spectral_entropy,wavelet_energy_0,wavelet_std_0,wavelet_energy_1,wavelet_std_1,wavelet_energy_2,wavelet_std_2,wavelet_energy_3,wavelet_std_3,wavelet_energy_4,wavelet_std_4,label,file,folder,freq_mhz,peak_sample,pulse_idx
0.33529412746429443,0.33529412746429443,0.075,3.0557616352812835,0.10446738443992398,0.10204946546644687,0.3245098292827606,0.06417367336398457,0.1421328196676396,5.350487258318873,0.05,-0.011442955369286918,0.415,0.765,0.4002478425631498,0.9678363043221928,0.0,0.14834280953106027,7.151816470359739,0.6177155609299163,3.200428974091485,1.58752624524036,3.6355173553491356,1.2307692307692308,0.9875166039415413,0.009584838112917448,0.0018091611910839136,0.0010893967543732868,1.537015531773815,9.381227330035431,0.6024746662296819,0.11037507168582007,0.06753263149441037,0.011496350919984475,0.01674409577668556,0.0026402384435156062,0.005920196097596396,0.0023910815806730797,0.003912920977292532,DAMAGED,s_20260326_160005-283.mat,1,1,1000010,0
0.33627453446388245,0.33627453446388245,0.065,2.8907385353173605,0.10160741211920517,0.09868648594768488,0.3274509906768799,0.062016810481769165,-0.018099786914877614,5.437256054644161,0.06785714285714285,-0.011983095236624053,0.39999999999999997,0.745,0.4366122374066361,0.9737608918307005,0.0,0.14729814446340184,7.05144159276739,0.6331495245834584,3.278415790543417,1.645671567965453,3.7679979735646443,1.2307692307692308,0.9858942945369391,0.011152662441959145,0.0017106995038796023,0.0012423435171366236,1.559487789447288,8.568732774179079,0.5787361189625109,0.08349693052947427,0.05877488058610298,0.03210479925838764,0.027957584499324964,0.0027058424663142216,0.005991306938854531,0.0018791422284671498,0.00352026391515284,DAMAGED,s_20260326_160005-283.mat,1,1,3000005,1
0.3343137502670288,0.3343137502670288,0.055,2.7394063469589436,0.09891205233075463,0.0952319147963209,0.32058826088905334,0.060455185776144,-0.1643686860151314,5.516681584720472,0.039285714285714285,-0.010315564333626622,0.39499999999999996,0.735,0.48434848010920106,0.958944286727941,0.0,0.1460433300843001,6.931812635186345,0.6617796386077994,3.354897950128176,1.7129842842249576,3.988400451142674,1.2307692307692308,0.98545002062502,0.011186253109163453,0.002021385806142623,0.0013423404595864358,1.57995939806934,7.914931477506717,0.5590169868950442,0.04377146842761397,0.04270280141385644,0.03520817354067167,0.02924998049387914,0.0028316803617572535,0.006135868739944189,0.002398327259595435,0.004060422763231245,DAMAGED,s_20260326_160005-873.mat,1,1,1000013,0
0.33627453446388245,0.33627453446388245,0.07,2.9859375102612464,0.1032669479390541,0.10059549999190043,0.32647061347961426,0.0633088273075243,0.053457406472055706,5.3952950903562105,0.025,-0.010500643231030336,0.39999999999999997,0.755,0.4111327511742082,0.9708454846365843,0.0,0.1477515702435154,7.0949211155629515,0.617281694752514,3.2457029840405442,1.6119081099033807,3.6598322097780263,1.2307692307692308,0.9869813321480432,0.010246716954399425,0.001647888963815374,0.0011240619336570891,1.5445654099966462,8.964289842969269,0.5905216376067051,0.10568538479431865,0.06602467164296141,0.020980621501897934,0.022603957644758126,0.003654203047484683,0.006979967674311298,0.0018091028956974434,0.0034644646037830526,DAMAGED,s_20260326_160005-873.mat,1,1,3000003,1
0.3382353186607361,0.3382353186607361,0.07,3.0001301201677126,0.10351207866317053,0.10096247446736607,0.33039218187332153,0.06339986370460662,0.07901127611884051,5.404798970468593,0.03214285714285714,-0.011704432151770573,0.40499999999999997,0.755,0.40953078700197143,0.9768115969788397,0.0,0.1477775788391807,7.097419162460335,0.6145309869947368,3.2326490329100817,1.6391039441750488,3.953511859499701,1.2307692307692308,0.9862956447605571,0.010390511729367077,0.0019464071652256565,0.001367436344765245,1.5488535085177542,9.020413075760898,0.5919241213246235,0.11002706841146741,0.0674076084874251,0.01903980091809732,0.021546239254569464,0.003672719018801065,0.006974580187157521,0.002106604809940428,0.0037972403410954387,DAMAGED,s_20260326_160006-483.mat,1,1,1000010,0
0.3333333432674408,0.3333333432674408,0.06,2.9387575649589635,0.10244785372078957,0.09963684813840887,0.3333333432674408,0.06295168437687347,0.04804051279415611,5.431507336049299,0.017857142857142856,-0.0105962972711884,0.40499999999999997,0.785,0.42674239539656167,0.9999999997,0.0,0.14730115652959538,7.051729982360816,0.6289194463062223,3.2491818950453033,1.6356616434914324,3.7737647624491166,1.2307692307692308,0.9865802897542122,0.010368729793489243,0.0018854425870087307,0.0011655378652043937,1.5502242646381648,8.807438183390301,0.5856947839198767,0.09237984933463605,0.061851210864205135,0.026645622867941667,0.025475114879124863,0.002673346345005467,0.005952049830896891,0.002875848883045736,0.004484486622475382,DAMAGED,s_20260326_160006-483.mat,1,1,3000004,1
0.3333333432674408,0.3333333432674408,0.06,2.8600330211850626,0.10106633290611423,0.09791834474848767,0.33235296607017517,0.0618207319144858,-0.021391739268635128,5.5081060568749685,0.04642857142857143,-0.011495287339834655,0.39999999999999997,0.735,0.44329351940529443,0.997058868196738,0.0,0.14653118903949922,6.978201542432074,0.6393777437591884,3.291514979696728,1.6600600013800373,3.8511794146271803,1.2307692307692308,0.9862484356450042,0.010742718857037937,0.001755874665585462,0.0012529708322860011,1.5569080228498458,8.53343040172907,0.57788014588982,0.07196376368694068,0.05463219331452058,0.036689432788494694,0.029835489839390647,0.0018271668805039617,0.004932811409040702,0.0024487299667393845,0.004130807679979601,DAMAGED,s_20260326_160007-083.mat,1,1,1000011,0
0.3333333432674408,0.3333333432674408,0.065,2.8732270068044166,0.10129918570403953,0.09826045533408954,0.3294117748737335,0.06216737076590237,-0.011393902254907945,5.415119078831409,0.05714285714285714,-0.01034236457156563,0.40499999999999997,0.76,0.44092936121745113,0.9882352948730231,0.0,0.1467228728731465,6.996470462848591,0.6355448062279926,3.267601574626014,1.6719651227830479,4.021912041196868,1.2307692307692308,0.9858471274047739,0.010861148882059277,0.0018650908305024537,0.0014266328825781672,1.5592724798851936,8.550562080638386,0.5782426999289014,0.07530391685885061,0.05580581625016415,0.03412484536376511,0.02879889702390218,0.002383124362003592,0.005615853466149942,0.00316432746844324,0.004562483573203553,DAMAGED,s_20260326_160007-083.mat,1,1,3000004,1
0.3333333432674408,0.3333333432674408,0.049999999999999996,2.7210806866784867,0.09858065383007977,0.09501277455933793,0.33039218187332153,0.060378154832454,-0.18798504232507757,5.545519308708072,0.05,-0.009965579553560094,0.385,0.76,0.48917429507937404,0.9911765157832495,0.0,0.1458526279792784,6.913721453750078,0.6564999139668994,3.363526725406757,1.7428378073318735,4.1230669445510975,1.2307692307692308,0.9845945842323264,0.011854975380099645,0.0020648910894816254,0.001485549298004962,1.5937746218100806,7.850217527697412,0.5568363115331656,0.039493818852862156,0.04055604540407218,0.03665522914910607,0.02986639901927818,0.003290186059247611,0.006588670701429326,0.0021223856941346344,0.003843673364106933,DAMAGED,s_20260326_160007-683.mat,1,1,1000014,0
0.33529412746429443,0.33529412746429443,0.075,3.133798957655031,0.10579290682499586,0.10373255246953658,0.31960785388946533,0.06490896768352417,0.20417254214671432,5.304259615376964,0.05714285714285714,-0.013193238672305726,0.415,0.75,0.37442711763679104,0.9532163781430345,0.0,0.14832310158831574,7.149916301052794,0.6004652300384996,3.171825474280897,1.5585551693805346,3.578881478087004,1.2307692307692308,0.9880168979277264,0.009260777715328076,0.0016405779610678436,0.0010817463957936418,1.5273332316926296,9.783393200400347,0.6133605095204275,0.11687491144431505,0.06955363124904522,0.00872210274281493,0.014581864637167485,0.0014930879126253814,0.004461704374794196,0.0018455563508594935,0.0034187819814149372,DAMAGED,s_20260326_160007-683.mat,1,1,3000002,1
-0.3382353186607361,0.3382353186607361,0.0,0.5130094756427028,0.042803933215581236,0.03501590500888672,0.14803922176361084,0.02795168229287291,-1.8700141246399427,6.398283075189562,0.05357142857142857,-0.0018984582430687685,0.09999999999999999,0.435,0.21497195139910896,0.437681145499569,0.0,0.07901703072596093,2.0291996220429227,-2.0602011885670204,7.916159289056354,1.7909600014217353,4.798438666359824,0.0,0.9773404642811593,0.018977697565275037,0.0017763401556145004,0.0019054979977036592,2.0728943733648064,2.2368404071705505,0.23389284053847997,0.0022341514383808236,0.009020790941065792,0.001906375467354196,0.006814599521374029,0.0006557223179934862,0.002912627949504147,0.0019119189843844287,0.0035494150433832256,DAMAGED,s_20260326_160008-263.mat,1,1,1000075,0
0.3401961028575897,0.3401961028575897,0.055,2.783009758345041,0.09969614117666743,0.09648254531313548,0.33039218187332153,0.06113795880851935,-0.11040920833935168,5.536632159041514,0.039285714285714285,-0.009837729581095892,0.385,0.75,0.4698321758788836,0.9711815596973773,0.0,0.1465869339279294,6.983511989477121,0.650173113374872,3.332887808710661,1.725376475898959,4.156459884149397,1.2307692307692308,0.9847948197423921,0.011613629170914066,0.002059447789433327,0.001532103297173904,1.5885725042963723,8.269673605186078,0.5696522132161911,0.05789250318090159,0.04909808697353375,0.041575659561559494,0.031770178002634535,0.0022212048358913597,0.00544198749979878,0.0035500740049533982,0.004552021585750882,DAMAGED,s_20260326_160008-263.mat,1,1,3000005,1
0.33529412746429443,0.33529412746429443,0.055,2.85554821143648,0.1009870609009689,0.09773900605921783,0.33529412746429443,0.062009807551761956,-0.0758655098803917,5.496038353316158,0.060714285714285714,-0.011011403005046537,0.39999999999999997,0.78,0.44951020928438956,0.9999999997017543,0.0,0.1467829475460414,7.002200949348782,0.6334019547507564,3.308178927312491,1.6970681135516006,4.049559628053007,1.2307692307692308,0.985793683226864,0.010885531378191525,0.0018155284159969021,0.0015052569788612726,1.57141450741512,8.34600124071305,0.5724822431142977,0.07458902828878085,0.0556175133072257,0.03814802433427492,0.030446750106036802,0.0023134250642425002,0.005553224752406646,0.0031377616105768276,0.0046071573471886925,DAMAGED,s_20260326_160008-853.mat,1,1,1000012,0
0.33529412746429443,0.33529412746429443,0.045,2.742766609014564,0.09897269841827529,0.09505315520001141,0.33235296607017517,0.060952384737070785,-0.18785598704363274,5.560215430003579,0.08928571428571429,-0.012163576741983073,0.39,0.75,0.4849751366754498,0.9912281151015527,0.0,0.14592521213752618,6.920604449649157,0.6594210099779171,3.3673271471750823,1.7437038166841237,4.122515287512702,1.2307692307692308,0.9850436676223194,0.01140593560182411,0.0020806692625801823,0.0014697275131883088,1.585187582377977,7.825274308828435,0.5566985257820476,0.04186125505866717,0.04176324115955521,0.035429064174659776,0.029365743777006768,0.003316130198427337,0.00662177734901902,0.0024072696466569893,0.004051725596232932,DAMAGED,s_20260326_160008-853.mat,1,1,3000007,1
